CustomerID,Name,Email,Phone
80691005-6b50-4987-adb4-6ffa1a7d9143,Luis Bolton,muellerrobert@example.net,(578) 302-6499
4ad6e89e-833d-42d5-8044-19b498e9db17,Sandra Evans,brandonharris@example.com,(255) 535-4983
3fb72000-4009-4217-b2ff-048077e05df7,Rachel Henry,hpalmer@example.org,(290) 542-5960
682fce1c-e670-4ea7-8e26-ce85c9c5ebd7,Jeffery Sanders,shelley65@example.com,(549) 649-0153
c2e33920-c99e-44a4-85ef-a42528c76802,John Perez,christina23@example.net,(564) 291-9994
2ac6bed4-3d3a-4660-975a-c660778b48e8,Nathaniel Johnson,thomasrebecca@example.org,(350) 477-1707
db9d2445-0abf-4959-b632-699ff081e1e0,Molly Oneill MD,danielroberts@example.com,(751) 423-6708
896dcd7f-d38d-4bf4-93d6-5c79c2682980,Andrea Campos,barry78@example.org,(856) 969-2698
d91c7330-b808-476d-9604-cf88762910b7,Brandon Matthews,moorewendy@example.com,(429) 086-5429
d247abbf-35e3-4966-9d39-0e235c0900fc,Eugene Davis,catherine42@example.net,(105) 440-7774
